inicial_x,inicial_y,passos
76,189,1
129,56,1
89,58,1
185,64,1
44,72,480
141,56,1
237,95,1222
172,61,1
148,57,1
225,166,1313
216,78,544
117,194,1
68,187,1
204,71,1
91,192,1
164,191,1
104,193,1
198,69,1
73,62,1
232,160,943
131,56,1
206,178,1493
168,190,1
131,56,1
86,59,1
70,187,1
71,63,1
84,191,1
69,63,1
120,194,1
145,56,1
17,90,3394
225,166,2152
70,63,1
158,58,1
242,101,1310
177,188,1
214,173,1965
229,87,730
209,74,46
80,60,1
180,187,1
138,56,1
29,81,540
151,57,1
161,191,1
74,188,1
215,173,1108
133,194,1
104,57,1
239,98,254
68,63,1
69,63,1
54,68,1
137,56,1
99,57,1
43,177,2
206,178,1437
184,186,1
89,58,1
182,187,1
129,194,1
140,194,1
116,56,1
228,86,45
23,164,806
76,189,2604
74,62,1
231,161,3588
36,173,1713
59,66,1
36,173,17
223,83,4
159,58,2
7,147,1346
86,191,1
138,194,1
114,194,1
128,194,1
156,192,1
120,194,1
140,56,1
32,171,24
90,192,1
138,194,1
123,56,1
124,56,1
228,164,3125
230,162,3346
65,186,1
33,78,628
12,154,1582
202,179,3960
163,191,1
61,65,1
126,194,1
96,58,1
185,186,1
192,67,1
63,65,1
109,56,1
84,59,1
116,56,1
71,188,1
215,77,313
58,184,2636
182,187,1
12,154,520
119,194,1
198,69,1
92,58,1
249,122,3603
139,56,1
159,192,1
236,94,672
16,158,3989
127,56,1
48,71,1
2,114,3173
135,56,1
152,193,1
134,56,1
185,186,1
192,183,20
204,178,1848
12,154,2744
58,183,89
68,63,1
39,175,5
26,167,968
71,62,1
45,178,10
124,56,1
148,193,1
140,56,1
117,194,1
175,61,1
82,190,1
107,194,1
70,63,1
236,94,275
74,188,1
168,190,1
70,63,1
97,57,1
182,187,1
207,73,2
231,88,573
51,69,1
225,166,623
15,157,3309
115,194,1
156,58,1
193,67,1
142,56,1
76,189,1
161,58,3
161,59,3
12,154,4655
173,189,1
166,60,24
36,77,3882
91,192,1
45,72,14
202,71,1
81,60,1
207,177,1273
85,59,1
83,190,1
125,194,1
177,188,1
227,85,543
184,64,1
88,191,1
79,61,1
68,63,1
64,65,1
198,69,1
83,60,1
53,181,29
38,76,304
85,59,1
133,56,1
1,128,1088
172,61,4
121,194,1
94,58,1
10,99,3124
22,164,1190
100,57,1
191,66,1
178,62,1
9,149,1476
186,185,1
206,72,1
40,74,1714
95,192,1
15,157,1607
133,56,1
175,189,1
41,74,177
61,185,1
194,67,1
123,194,1
120,56,1
98,193,1
183,64,1
88,191,1
159,192,1
151,193,1
191,66,1
158,58,1
147,57,1
225,84,828
27,168,123
89,191,1
110,194,1
175,189,1
149,193,1
226,85,60
12,96,4406
132,56,1
232,160,2110
231,89,28
23,165,267
161,59,1
47,71,1
116,194,1
99,193,1
59,184,2
144,56,1
136,194,1
169,190,1
47,179,223
88,59,1
206,177,4481
106,194,1
68,63,1
52,181,4
12,154,3518
20,88,2685
188,185,1
213,76,38
61,185,4
239,97,364
177,62,1
54,68,1
32,171,18
69,63,1
94,192,1
62,65,1
84,59,1
61,66,1
35,173,216
113,56,1
28,81,3159
49,70,1
95,192,1
189,66,1
94,192,1
213,76,137
230,88,63
226,165,3219
138,56,1
74,62,1
28,82,919
207,177,1278
86,59,1
38,174,1
73,62,1
223,167,2365
96,193,1
97,57,1
22,164,978
122,194,1
112,194,1
27,82,1546
198,181,4023
167,60,272
60,66,1
74,62,1
135,194,1
74,62,1
211,75,29
41,176,1
199,181,345
65,64,1
120,56,1
156,58,1
168,190,1
234,92,84
64,65,1
13,155,1726
129,194,1
66,64,1
183,64,1
240,151,2452
50,180,40
8,149,293
178,62,1
47,71,2
90,192,1
80,60,1
110,56,1
125,194,1
66,64,1
91,192,1
166,59,4
132,194,1
173,61,1
208,177,2596
77,189,1
144,56,1
23,85,1463
143,194,1
46,178,58
194,183,49
220,81,69
177,188,1
148,193,1
127,194,1
120,194,1
85,191,1
44,178,4
100,57,1
169,190,1
129,194,1
48,179,236
95,58,1
139,194,1
192,183,1
95,192,1
14,94,1347
194,67,1
189,185,1
152,57,1
204,71,1
146,57,1
64,65,1
198,69,1
162,59,1
144,56,1
32,171,695
3,113,4300
180,187,1
82,60,1
212,75,226
113,194,1
201,180,294
29,169,568
205,72,1
218,171,1190
65,186,1
117,56,1
133,194,1
201,180,307
70,63,1
208,73,5
213,174,2799
114,56,1
74,62,1
51,181,16
161,191,1
95,192,1
200,70,1
123,194,1
38,175,1
38,75,347
158,192,1
12,96,2439
199,69,1
217,78,450
108,56,1
91,58,1
234,91,145
165,191,1
152,57,1
154,57,1
109,56,1
136,56,1
31,80,3018
38,76,169
37,76,248
136,194,1
120,194,1
47,179,6
34,172,105
123,56,1
134,194,1
229,163,1665
44,72,1
77,61,1
125,56,1
85,59,1
74,62,1
19,161,152
195,182,44
206,178,1027
74,62,1
20,88,592
127,56,1
196,182,56
30,170,248
90,58,1
132,194,1
67,186,1
227,85,21
62,185,1
170,60,11
85,191,1
135,194,1
125,194,1
160,58,1
142,194,1
56,183,10
32,79,323
173,61,1
103,193,1
168,60,70
34,172,1323
67,64,1
207,73,1
25,84,1942
52,181,5
177,62,1
174,61,1
35,77,70
43,177,1
156,58,1
65,64,1
10,99,1972
173,61,1
220,170,2458
107,56,1
192,66,1
125,56,1
124,194,1
152,57,1
244,106,556
146,57,1
233,160,1942
26,83,4845
118,56,1
123,56,1
152,57,1
58,67,1
151,193,1
205,72,1
198,181,157
223,82,364
80,60,1
182,63,2
98,193,1
194,183,14
47,71,1
100,193,1
216,172,509
199,69,1
192,183,4
35,173,6
90,58,1
220,80,20
58,183,320
184,64,1
48,70,1
49,180,25
134,194,1
30,80,4374
231,161,423
43,177,1
163,191,1
227,85,68
228,164,1964
246,109,374
94,58,1
240,152,1876
62,65,1
16,159,3842
181,63,1
52,69,1
133,56,1
80,60,1
187,185,1
51,69,1
3,138,3430
116,56,1
190,184,1
35,77,213
165,191,1
26,167,884
218,171,1130
44,73,1
248,114,3510
12,96,946
117,194,1
140,194,1
172,189,1
155,58,1
139,56,1
22,86,529
165,191,1
219,80,24
194,67,1
79,190,24
162,59,1
89,191,1
101,57,1
50,180,199
124,56,1
85,191,1
31,171,19
124,194,1
29,81,140
245,106,373
90,58,1
231,161,1889
90,58,1
231,89,102
123,194,1
114,56,1
109,194,1
166,59,16
175,62,1
233,160,1944
144,56,1
235,93,982
136,194,1
246,142,1482
62,185,2
212,76,9
177,188,1
115,56,1
233,91,258
143,194,1
135,194,1
132,194,1
153,57,1
69,187,1
65,186,1
91,192,1
183,186,1
229,87,65
93,58,1
39,175,1
204,178,799
43,73,2
131,194,1
186,64,1
201,70,1
153,193,1
126,194,1
229,87,4
159,58,2
30,169,271
149,57,1
151,57,1
94,58,1
91,192,1
20,88,2342
22,164,852
225,84,28
132,194,1
36,76,156
123,194,1
31,170,64
138,194,1
54,182,74
51,181,311
32,171,994
14,93,1828
136,194,1
209,74,1
191,184,1
177,62,1
45,72,1
23,165,2143
116,194,1
206,178,103
79,189,1
133,194,1
76,189,1
183,64,1
233,91,131
230,88,21
209,74,1
29,169,41
111,56,1
205,72,1
23,164,653
46,179,2
61,185,1
200,70,1
41,176,1
30,80,476
210,75,4
54,182,1
67,64,1
125,56,1
179,187,1
209,176,3555
108,194,1
99,193,1
46,71,1
186,64,1
161,191,1
109,56,1
141,194,1
54,182,1
13,95,4313
50,180,7
106,56,1
175,61,1
224,167,1288
72,62,1
151,57,1
57,67,1
3,111,3509
103,57,1
110,194,1
43,177,1
40,75,26
189,184,1
149,57,1
187,185,1
40,74,4
191,66,1
108,194,1
72,188,1
86,191,1
178,188,1
226,84,6
166,191,1
200,180,366
38,175,1
76,189,1
110,56,1
185,64,1
230,162,1466
137,56,1
126,56,1
19,161,268
27,167,69
91,192,1
3,113,1660
72,188,1
53,181,1
188,65,2
230,162,3111
170,60,6
152,57,1
223,83,1
92,192,1
15,157,4343
244,106,456
234,158,2377
109,194,1
232,90,63
48,179,2
32,171,1
150,57,1
214,173,1915
69,187,1
58,67,1
165,59,77
116,56,1
125,194,1
204,71,1
187,185,1
184,186,1
211,75,16
128,56,1
27,82,257
66,64,1
133,194,1
227,85,11
92,58,1
76,189,1
107,194,1
84,190,1
169,60,5
212,174,2988
183,186,1
112,56,1
101,193,1
59,66,1
41,74,2
211,75,2
176,62,1
30,170,50
134,56,1
202,179,24
213,174,109
148,57,1
5,143,3134
125,56,1
142,194,1
72,188,1
68,63,1
69,63,1
176,188,1
11,153,481
196,68,1
140,56,1
238,96,331
89,192,1
136,194,1
198,69,1
101,57,1
47,179,4
199,181,102
191,66,1
186,185,1
160,192,1
42,177,1
69,63,1
36,77,35
99,193,1
70,187,1
151,57,1
31,80,1627
178,62,1
205,178,2426
38,174,1
145,56,1
229,163,770
181,63,1
42,74,1
67,64,1
230,88,106
17,160,631
88,191,1
68,187,1
247,111,487
29,169,18
123,56,1
30,81,611
178,188,1
128,194,1
143,194,1
225,84,14
216,78,38
68,63,1
80,60,1
62,185,1
145,56,1
30,169,4
196,68,1
221,81,2
47,71,1
60,184,2
22,164,352
154,57,1
103,57,1
58,183,88
157,192,1
134,194,1
238,97,804
208,176,1362
149,193,1
102,57,1
66,64,1
36,173,1
166,60,6
37,174,1
198,181,2
25,166,98
91,58,1
129,56,1
19,161,1249
34,172,1
48,179,10
241,101,84
49,70,1
218,79,8
23,86,209
245,108,204
62,65,1
156,58,1
56,67,1
12,96,3250
69,187,1
30,80,660
123,56,1
187,185,1
143,56,1
160,192,1
100,57,1
19,161,843
103,193,1
63,65,1
194,67,1
109,194,1
53,182,1
189,66,1
49,180,7
148,57,1
30,170,1
83,60,1
186,185,1
190,184,1
179,63,1
70,63,1
197,182,1
197,68,1
221,169,772
156,58,1
71,187,1
36,173,1
235,93,94
182,187,1
211,75,51
177,188,1
113,194,1
92,58,1
193,183,8
81,190,1
239,97,215
200,70,1
77,61,1
158,58,1
146,57,1
221,81,1
26,83,3192
242,102,131
111,194,1
123,56,1
193,183,1
7,147,857
40,175,1
191,184,1
81,60,1
148,193,1
128,194,1
202,180,551
191,66,1
17,159,1339
176,188,1
109,56,1
54,68,1
89,58,1
181,187,1
62,185,1
204,71,1
226,85,1
76,61,1
73,62,1
69,63,1
78,61,1
17,159,270
55,68,1
233,159,1855
217,172,871
154,57,1
59,66,1
40,176,1
121,56,1
195,68,1
60,66,1
105,56,1
193,183,1
32,171,1
99,193,1
136,56,1
172,189,1
78,61,1
243,147,3198
227,165,611
60,66,1
138,194,1
103,193,1
184,64,1
36,173,1
183,186,1
119,56,1
163,59,1
141,194,1
197,69,1
186,185,1
149,57,1
57,183,7
207,177,573
204,71,1
130,56,1
133,56,1
84,190,1
36,77,422
62,65,1
82,60,1
150,57,1
171,61,1
125,194,1
247,111,350
147,193,1
103,193,1
62,65,1
35,77,24
187,65,1
206,72,1
206,72,1
127,194,1
239,97,140
10,99,2722
211,75,1
156,58,1
8,148,1176
215,173,746
41,74,1
22,86,2935
199,181,2
33,172,1
39,175,1
12,96,1663
154,58,1
116,194,1
74,62,1
36,173,1
153,57,1
242,149,527
199,69,1
175,188,1
83,60,1
22,164,227
211,75,1
118,56,1
183,186,1
197,68,1
244,104,483
28,169,2
77,189,1
6,144,834
28,82,1781
39,75,5
68,63,1
47,179,2
142,56,1
200,180,1
114,194,1
112,194,1
160,192,1
139,56,1
36,173,1
98,193,1
48,70,1
50,70,1
234,92,36
233,160,1369
26,167,31
204,178,547
196,68,1
230,88,1
25,166,22
33,172,1
47,179,1
171,190,1
89,191,1
180,187,1
18,160,426
159,58,1
200,70,1
245,143,1191
181,187,1
177,188,1
116,194,1
243,103,531
65,64,1
118,56,1
156,58,1
17,159,842
145,56,1
114,194,1
78,189,1
46,179,1
40,75,1
105,194,1
77,61,1
86,59,1
171,60,1
95,192,1
49,180,9
130,56,1
247,137,1892
183,64,1
168,190,1
125,194,1
181,63,1
248,137,1192
66,186,1
173,61,1
161,191,1
178,188,1
228,86,1
37,174,1
104,57,1
14,94,2025
120,56,1
73,62,1
15,157,1064
65,186,1
82,190,1
182,63,1
138,194,1
234,158,256
175,61,1
98,57,1
49,180,19
67,64,1
135,56,1
190,66,1
64,65,1
200,70,1
201,70,1
215,77,78
157,192,1
108,194,1
157,192,1
106,194,1
39,175,1
174,189,1
54,68,1
179,63,1
168,190,1
166,59,8
50,180,3
177,62,1
204,71,1
178,62,1
76,61,1
1,127,1644
23,164,171
194,67,1
122,194,1
170,60,1
216,78,10
234,158,2907
52,181,1
74,62,1
94,58,1
145,194,1
187,185,1
222,82,1
175,61,1
225,84,1
115,194,1
187,185,1
131,194,1
87,59,1
165,59,1
125,194,1
25,84,1533
179,188,1
160,58,1
54,182,6
232,90,29
117,194,1
168,190,1
134,194,1
163,59,1
1,123,1636
39,75,1
55,182,1
224,167,2492
107,56,1
1,124,952
65,64,1
23,165,317
35,173,1
49,70,1
57,67,1
196,68,1
155,192,1
119,194,1
112,194,1
226,85,1
192,67,1
17,159,506
125,194,1
173,189,1
160,58,1
34,172,1
97,193,1
170,190,1
149,193,1
199,181,1
94,192,1
182,63,1
180,63,1
232,90,26
57,183,15
205,72,1
108,56,1
88,59,1
148,57,1
95,58,1
147,57,1
112,194,1
164,59,1
79,189,1
229,87,1
174,189,1
187,185,1
64,64,1
61,184,1
218,171,969
81,190,1
46,178,1
229,163,1829
55,182,1
163,59,1
202,179,3
186,185,1
165,59,1
209,176,733
29,81,2150
172,189,1
117,194,1
210,75,1
209,74,1
103,57,1
235,93,215
158,192,1
86,191,1
143,194,1
15,158,538
21,87,286
235,93,298
53,181,1
242,102,226
231,88,182
121,56,1
161,59,1
193,67,1
62,185,1
38,76,1
43,177,1
143,194,1
191,66,1
26,167,4
140,194,1
98,57,1
107,194,1
32,79,138
147,193,1
53,182,1
21,163,34
168,190,1
157,192,1
123,194,1
248,116,587
130,194,1
70,187,1
168,60,6
102,57,1
20,88,102
138,56,1
61,185,1
35,77,5
229,87,1
92,58,1
201,70,1
28,168,1
77,61,1
51,181,1
145,194,1
215,77,7
164,59,1
172,61,1
187,65,1
81,190,1
197,69,1
156,192,1
195,68,1
10,151,1751
137,194,1
75,61,1
157,58,1
145,194,1
180,63,1
123,194,1
136,56,1
6,104,886
172,61,1
196,182,1
111,56,1
224,83,77
135,56,1
225,84,1
52,181,1
206,178,221
18,161,92
189,66,1
22,86,3537
48,70,1
245,144,1996
245,107,398
192,67,1
236,94,188
101,57,1
99,57,1
23,164,208
187,185,1
9,100,1330
221,81,1
10,99,2809
111,56,1
219,80,1
111,194,1
114,194,1
227,164,572
38,174,1
63,65,1
239,152,1982
249,126,444
61,66,1
69,187,1
49,180,2
80,190,4
185,64,1
75,189,1
170,60,1
36,77,2
88,191,1
61,184,1
42,176,1
87,191,1
71,63,1
90,58,1
187,65,1
111,56,1
123,56,1
160,58,1
67,186,1
206,72,1
165,191,1
37,76,1
224,83,1
236,94,23
52,69,1
31,170,1
48,71,1
33,79,20
155,192,1
184,64,1
39,75,1
45,178,1
201,70,1
154,193,2
224,83,2
27,167,2
242,101,586
110,56,1
71,188,1
178,188,1
124,194,1
245,107,2006
210,74,1
87,191,1
110,194,1
25,84,844
185,186,1
189,66,1
109,56,1
174,189,1
18,90,132
215,77,22
21,163,139
2,135,1198
72,62,1
145,56,1
124,56,1
50,180,1
68,63,1
194,67,1
205,178,11
191,66,1
217,172,2090
77,61,1
42,177,1
66,64,1
183,186,1
210,74,1
188,65,1
162,191,1
78,61,1
161,59,1
28,81,589
141,56,1
93,192,1
117,194,1
136,194,1
161,191,1
137,194,1
145,194,1
161,191,1
229,87,1
215,173,1211
185,64,1
106,56,1
39,175,1
183,186,1
17,91,1855
22,164,10
121,194,1
171,61,1
58,67,1
32,171,1
15,157,703
203,179,1
122,56,1
184,186,1
101,193,1
176,62,1
225,84,1
47,179,1
98,193,1
13,95,622
89,191,1
182,187,1
109,194,1
83,190,1
105,194,1
230,88,1
213,76,14
218,171,331
122,194,1
26,167,1
176,62,1
243,103,314
157,192,1
186,65,1
40,176,1
77,189,1
132,56,1
15,157,223
202,70,1
183,64,1
70,187,1
57,67,1
155,58,1
104,193,1
236,94,39
144,56,1
20,88,1028
64,186,1
107,194,1
125,194,1
97,57,1
72,62,1
177,188,1
40,175,1
200,180,1
139,194,1
17,159,66
184,186,1
45,178,1
201,70,1
88,59,1
135,56,1
113,194,1
240,99,512
71,62,1
91,58,1
55,182,1
106,56,1
40,176,1
12,153,2891
169,190,1
36,173,1
116,194,1
166,59,4
139,56,1
179,63,1
109,56,1
230,162,2824
120,194,1
156,192,1
43,177,1
82,190,1
159,192,1
40,74,1
52,181,1
218,79,4
154,193,1
86,191,1
77,189,1
70,187,1
182,187,1
65,186,1
134,194,1
93,58,1
50,180,2
217,78,8
238,97,183
175,61,1
15,93,555
58,184,2
97,193,1
101,193,1
237,95,341
249,119,1308
237,95,174
88,59,1
57,67,1
204,178,2
157,192,1
64,65,1
41,74,1
246,110,394
54,182,1
119,56,1
205,72,1
160,192,1
167,60,234
209,74,1
231,161,797
19,161,153
59,184,1
62,65,1
82,60,1
81,60,1
159,192,1
47,71,1
162,59,1
153,57,1
117,194,1
41,74,1
53,69,1
223,82,1
160,192,1
24,166,1
68,187,1
245,143,909
42,176,1
47,71,1
1,132,5419
18,160,8
224,83,1
104,57,1
74,62,1
201,70,1
99,193,1
59,184,1
48,179,1
194,183,2
38,175,1
179,63,1
187,65,1
213,76,9
112,56,1
59,66,1
169,60,3
167,190,1
26,83,2594
243,104,55
215,173,109
60,184,1
86,191,1
245,108,260
249,125,588
206,72,1
132,56,1
40,74,1
48,70,1
50,70,1
60,184,1
203,71,1
166,59,1
90,58,1
75,61,1
123,194,1
239,98,132
211,175,361
190,184,1
14,94,3674
102,193,1
176,62,1
96,58,1
152,193,1
66,64,1
238,96,128
200,70,1
9,149,421
37,174,1
22,163,188
218,79,1
165,191,1
103,57,1
154,58,1
4,140,271
67,186,1
183,186,1
71,188,1
115,56,1
31,79,149
103,193,1
69,63,1
219,80,1
54,68,1
187,65,1
76,61,1
63,185,1
61,184,1
159,58,1
73,188,1
236,156,2421
176,62,1
61,185,1
205,72,1
189,66,1
177,188,1
136,194,1
27,167,1
47,71,1
245,107,142
210,74,1
106,194,1
198,181,1
42,74,1
114,194,1
193,67,1
178,62,1
71,62,1
91,58,1
65,186,1
248,114,717
21,163,3
35,77,1
144,56,1
171,61,1
228,86,1
82,190,1
158,58,1
133,56,1
223,82,1
114,194,1
49,180,3
129,56,1
165,59,1
207,177,34
84,190,1
84,59,1
111,194,1
84,191,1
159,58,1
171,189,1
33,172,1
219,80,1
244,104,236
123,194,1
243,103,903
195,68,1
198,69,1
198,181,1
223,168,1492
190,184,1
208,73,1
53,182,1
119,194,1
130,56,1
58,183,4
178,188,1
237,155,3587
231,161,1199
180,63,1
131,56,1
157,192,1
173,61,1
146,193,1
110,194,1
106,56,1
127,56,1
184,186,1
131,56,1
166,59,1
67,64,1
101,193,1
71,187,1
125,56,1
198,69,1
125,56,1
4,141,1502
32,171,1
36,77,1
20,162,4
73,62,1
179,62,1
147,57,1
235,93,55
24,85,462
89,59,1
22,163,1
103,193,1
206,72,1
180,187,1
222,82,1
22,86,286
91,58,1
29,169,1
37,174,2
7,146,386
67,64,1
182,63,1
22,164,1
118,194,1
138,194,1
200,70,1
183,186,1
199,69,1
72,62,1
100,57,1
142,56,1
81,60,1
190,66,1
235,93,214
14,94,3686
163,59,1
207,177,1617
29,169,1
230,162,2316
95,58,1
175,189,1
206,178,700
88,191,1
27,83,306
99,193,1
232,160,788
106,56,1
53,181,1
123,56,1
42,176,1
151,57,1
10,99,1584
119,56,1
199,181,1
154,57,1
171,190,1
99,57,1
35,173,1
231,89,1
77,61,1
228,86,1
33,78,15
185,64,1
173,189,1
7,104,2461
153,57,1
86,59,1
110,56,1
192,66,1
49,70,1
143,194,1
87,59,1
215,77,1
20,162,2
233,91,1
17,91,1037
176,188,1
241,101,379
66,64,1
23,164,1
246,142,2567
132,56,1
229,87,1
1,121,3266
166,60,1
241,150,2161
40,74,1
75,188,1
30,170,1
104,193,1
42,74,1
136,56,1
91,192,1
66,64,1
116,56,1
147,57,1
93,58,1
122,194,1
118,56,1
87,59,1
194,183,1
177,188,1
35,77,1
134,56,1
56,67,1
116,194,1
210,74,1
31,80,3
207,73,1
223,82,1
150,57,1
221,169,1757
227,164,1332
140,194,1
216,78,2
33,172,1
23,164,2
31,79,26
174,189,1
146,57,1
19,88,250
203,179,1
161,191,1
77,61,1
11,152,109
180,187,1
25,84,75
159,192,1
45,178,1
214,173,1756
186,185,1
162,191,1
31,79,108
213,76,5
23,165,2
21,163,1
58,183,3
199,181,1
245,107,176
37,174,1
22,86,1017
8,102,4971
190,66,1
169,60,22
4,141,2438
50,180,1
26,167,1
134,194,1
126,194,1
158,58,1
39,175,1
78,189,1
85,59,1
81,60,1
54,68,1
106,194,1
136,194,1
193,67,1
152,57,1
88,191,1
248,115,112
214,77,1
175,61,1
191,184,1
22,86,1621
34,172,1
98,57,1
89,191,1
178,62,1
174,61,1
75,62,1
193,67,1
41,74,1
230,88,1
212,174,2688
83,190,1
44,178,1
17,159,8
91,58,1
131,56,1
71,63,1
218,79,1
224,167,1679
180,187,1
237,155,703
89,192,1
12,154,55
126,56,1
59,184,1
1,132,2309
120,194,1
124,56,1
61,65,1
105,56,1
15,158,54
186,65,1
210,74,1
127,194,1
144,194,1
23,86,97
187,185,1
28,81,6
180,187,1
110,194,1
114,194,1
220,80,1
78,61,1
80,60,1
216,78,1
12,96,430
114,56,1
215,78,1
150,193,1
25,166,1
151,57,1
45,72,1
221,81,1
166,59,1
67,64,1
15,158,11
56,183,1
115,56,1
90,58,1
237,95,93
18,160,2
48,71,1
184,186,1
164,59,1
203,71,1
240,99,135
20,162,1
99,193,1
183,186,1
115,56,1
51,69,1
193,183,1
174,61,1
219,80,1
56,67,1
77,189,1
244,145,1245
220,80,1
230,162,1693
83,60,1
179,187,1
219,80,1
118,194,1
152,193,1
233,91,1
4,109,2037
113,194,1
49,180,1
179,188,1
235,93,26
232,90,1
214,77,1
182,63,1
173,61,1
6,145,365
197,69,1
140,56,1
10,151,3265
92,58,1
160,192,1
128,56,1
88,59,1
135,194,1
75,189,1
38,174,1
234,158,1121
107,194,1
59,184,1
165,59,1
176,62,1
16,92,2211
219,79,1
195,182,1
118,56,1
130,56,1
217,78,1
39,175,1
193,183,1
119,56,1
51,69,1
248,135,591
26,167,1
34,78,1
161,59,1
94,192,1
75,188,1
67,186,1
29,169,1
156,58,1
165,59,1
128,56,1
153,57,1
199,69,1
176,62,1
216,172,1163
178,62,1
203,179,1
174,189,1
38,175,1
158,58,1
136,56,1
64,64,1
201,70,1
125,56,1
87,191,1
38,175,1
243,103,146
90,192,1
232,90,1
82,60,1
162,59,1
42,177,1
67,186,1
206,178,6
94,192,1
36,77,1
239,98,30
95,58,1
105,56,1
16,158,11
30,170,1
218,79,1
171,61,1
129,56,1
107,194,1
215,77,1
36,77,1
13,155,22
207,177,9
46,179,1
167,190,1
229,87,1
198,181,1
60,66,1
102,57,1
117,56,1
104,193,1
98,193,1
74,62,1
48,71,1
28,168,1
132,194,1
89,191,1
121,194,1
22,86,207
17,159,1
205,178,1
198,69,1
33,172,1
46,72,1
28,168,1
133,194,1
209,74,1
188,185,1
170,190,1
203,71,1
67,64,1
59,184,1
105,56,1
160,192,1
18,161,1
71,63,1
10,98,2120
174,61,1
145,194,1
80,190,1
201,180,1
68,187,1
187,65,1
40,75,1
72,188,1
165,191,1
170,60,1
26,83,71
147,193,1
16,158,12
204,72,1
195,68,1
206,72,1
48,179,1
33,78,1
219,80,1
158,58,1
232,90,1
80,60,1
11,98,219
73,188,1
227,85,1
181,187,1
157,58,1
40,176,1
158,58,1
49,70,1
206,73,1
46,179,1
206,72,1
239,97,178
62,65,1
101,57,1
143,194,1
128,194,1
31,80,1
249,133,621
156,192,1
65,186,1
121,56,1
208,73,1
213,174,452
209,176,1209
87,59,1
39,175,1
195,182,1
194,183,1
129,194,1
159,192,1
30,169,1
70,187,1
208,73,1
35,77,1
175,62,1
64,185,1
21,163,1
214,76,1
120,56,1
143,56,1
75,188,1
224,167,985
50,70,1
29,169,1
146,193,1
75,61,1
38,175,1
56,183,1
47,179,1
47,71,1
16,91,247
94,192,1
58,67,1
56,67,1
194,67,1
101,57,1
168,60,8
173,61,1
16,92,2241
56,183,1
210,176,3027
68,63,1
63,65,1
228,86,1
175,61,1
29,169,1
135,56,1
161,58,1
117,56,1
114,194,1
240,99,248
8,101,2520
161,192,1
1,129,520
67,64,1
151,57,1
141,56,1
142,194,1
130,194,1
81,190,1
247,112,101
181,187,1
95,58,1
130,56,1
230,162,430
189,184,1
191,184,1
109,56,1
206,72,1
99,193,1
28,169,1
176,188,1
119,194,1
244,104,251
105,56,1
116,56,1
212,175,109
151,57,1
51,181,1
38,75,1
37,174,1
128,56,1
60,66,1
88,191,1
203,179,1
162,191,1
176,62,1
29,169,1
63,65,1
177,188,1
132,56,1
52,69,1
202,180,1
22,164,1
36,173,1
93,192,1
53,68,1
147,193,1
51,69,1
171,189,1
63,65,1
146,57,1
83,190,1
32,171,1
190,66,1
231,89,1
100,57,1
80,190,5
221,81,1
44,73,1
14,156,18
12,154,127
37,76,1
206,177,52
173,61,1
103,193,1
108,194,1
141,56,1
189,185,1
98,57,1
34,78,1
44,72,1
205,72,1
150,57,1
16,158,3
108,56,1
177,62,1
27,168,1
140,56,1
40,74,1
65,64,1
114,56,1
125,56,1
27,83,990
214,76,2
67,64,1
221,169,307
216,172,182
12,154,77
101,57,1
227,85,1
87,191,1
165,59,1
156,192,1
177,188,1
194,182,1
51,69,1
238,96,392
79,61,1
188,185,1
159,192,1
96,58,1
153,193,1
36,174,1
168,190,1
231,161,444
6,145,165
112,56,1
172,61,1
171,61,1
136,194,1
17,159,1
42,177,1
196,68,1
10,99,2594
212,76,5
27,82,826
107,194,1
92,192,1
168,60,1
87,59,1
53,69,1
82,190,1
70,63,1
28,82,4
21,163,1
16,158,1
241,100,128
102,193,1
100,57,1
22,87,315
47,179,1
141,56,1
9,101,2441
163,191,1
234,92,10
125,56,1
18,160,1
121,56,1
214,173,1238
90,192,1
236,94,62
104,193,1
40,176,1
221,81,1
129,194,1
100,57,1
185,64,1
132,194,1
84,59,1
236,94,138
64,65,1
143,56,1
216,78,1
60,66,1
2,135,168
91,192,1
83,190,1
245,106,237
144,56,1
180,63,1
54,68,1
87,191,1
197,68,1
70,63,1
182,63,1
233,91,1
45,72,1
89,191,1
51,181,1
20,88,4756
87,59,1
138,194,1
19,161,1
66,64,1
162,59,1
37,76,1
50,70,1
223,167,245
15,157,162
40,75,1
130,56,1
210,176,24
214,174,131
148,57,1
168,60,4
161,59,1
216,78,1
102,193,1
42,73,1
108,194,1
31,80,1
125,56,1
35,77,1
133,56,1
57,67,1
106,194,1
31,170,1
65,64,1
87,191,1
226,85,1
128,194,1
17,159,1
202,71,1
163,191,1
87,191,1
8,102,2772
25,84,192
107,194,1
129,194,1
102,193,1
161,59,1
24,85,708
247,112,244
118,56,1
140,194,1
177,188,1
72,188,1
243,147,4474
180,187,1
16,159,1
47,179,1
119,194,1
5,143,592
62,185,1
175,188,1
119,56,1
223,167,738
28,82,1
199,69,1
16,158,1
187,185,1
100,193,1
59,184,1
67,64,1
72,188,1
213,76,1
241,100,100
217,79,1
113,56,1
245,144,1258
113,194,1
17,159,1
208,74,1
188,65,1
217,171,4231
15,93,210
194,183,1
198,69,1
16,158,1
25,166,1
23,165,1
63,65,1
72,188,1
64,185,1
131,194,1
150,57,1
112,194,1
179,188,1
25,84,8
150,57,1
189,184,1
223,82,1
