i,j,energy
13,118,8133
110,117,2104
169,98,41103
104,152,9559
111,117,4238
139,113,1904
54,160,2383
156,126,799
101,148,3903
177,93,74573
241,138,26740
242,142,4127
15,143,48684
176,94,3455
192,96,26219
107,147,353
202,91,5818
133,136,2395
84,154,84417
239,110,8514
86,152,3234
157,126,505
95,126,571
214,104,720
158,123,1579
81,133,82
19,147,31086
48,136,44405
202,117,13829
179,90,22867
132,104,5717
9,108,8340
213,106,1186
119,134,15987
156,127,42354
173,122,495
15,144,29001
122,111,34559
191,114,40211
110,116,39235
110,115,57134
136,134,173
94,121,4162
205,117,2320
84,143,1351
175,121,2669
61,138,1
50,140,991
179,89,944
43,156,36328
206,117,4059
121,113,1415
222,108,3321
13,128,74106
71,133,15177
178,89,13062
101,150,18346
30,144,14931
195,110,1839
169,97,1911
232,103,16523
180,92,883
29,131,29084
229,99,39765
158,125,6019
102,152,11943
20,126,11981
212,119,5098
14,110,13480
54,163,20294
202,90,4670
17,146,323
83,154,7688
93,121,24529
14,143,9926
132,116,58919
109,146,24516
59,134,32239
23,133,34606
107,143,257
148,111,44639
176,119,18259
179,88,1602
93,120,10831
192,113,9675
54,164,228
177,92,25906
180,112,37
169,96,85
15,141,94
99,132,4008
236,112,5
106,150,6096
24,133,33148
177,89,28461
47,152,163
52,155,2584
21,126,20472
135,135,1763
59,156,19923
8,106,1410
109,147,8903
208,92,5444
128,128,2
134,105,31250
41,159,2355
110,147,19706
206,118,14937
241,144,6645
176,92,19835
115,117,51763
150,107,519
136,135,37095
56,163,10995
175,92,2105
14,118,9104
68,133,5815
211,101,38650
71,132,25003
211,117,14133
15,108,2241
110,114,13531
106,149,8510
232,126,23043
59,157,3725
131,105,8444
48,152,14713
158,105,497
176,104,93030
129,131,12909
17,147,3619
141,126,5940
121,112,5844
118,136,4796
56,134,12243
231,124,1958
41,134,1
202,89,19324
202,88,1331
161,117,9
40,131,5085
199,104,12733
175,91,24442
125,117,7638
240,110,834
24,134,1
82,149,144
204,86,803
92,120,5517
21,127,100
136,112,1998
131,106,1215
205,87,12736
16,146,10904
54,165,22022
60,157,4757
38,148,59182
9,140,20883
242,118,99
178,88,23014
13,108,20696
207,117,27833
162,119,13186
81,132,25947
176,97,10294
196,93,12331
244,114,20
110,148,3045
1,113,775
214,117,60269
5,129,1
40,130,21331
240,142,7256
92,119,635
6,131,9
243,142,22970
176,118,112
178,87,55135
35,146,26319
135,136,257
85,154,19107
85,153,373
122,110,643
135,106,17464
62,138,45
80,132,1987
69,132,2592
59,161,10679
154,125,2066
205,86,431
34,148,5329
135,105,12169
231,104,594
121,111,350
148,122,16867
109,148,768
15,107,13588
129,132,7943
196,92,1786
204,85,2734
159,125,3895
161,120,26838
51,155,3207
198,109,4204
120,111,5
54,162,15851
242,144,32390
238,140,157566
176,91,24450
138,109,103
25,133,14716
92,125,751
177,88,3754
81,152,247
110,149,26101
237,140,5298
53,162,32035
119,114,18616
242,145,11409
63,145,4898
203,112,14
109,114,17195
22,126,11189
191,97,5257
106,151,125
9,106,1944
201,88,10987
215,110,44872
182,95,13724
230,100,30864
16,107,10253
131,104,1904
95,142,9735
177,87,12955
237,141,4714
47,136,5138
54,166,935
212,120,4837
118,116,10762
79,152,52171
180,91,1106
135,104,5101
138,108,10557
10,106,23865
175,122,9814
232,102,993
236,141,220
118,137,59894
91,120,4533
52,140,102
177,86,21357
57,163,19824
133,137,2065
22,143,662
91,119,34132
75,133,39472
131,103,22884
157,127,5472
90,119,2564
55,164,14481
17,133,1
100,148,43829
57,164,374
180,88,15963
7,107,157
243,141,46585
110,113,576
204,84,5008
107,118,36172
179,115,1252
15,109,8907
206,86,22522
5,122,35
36,147,6483
221,115,3667
230,99,36414
136,133,672
39,130,2161
202,118,66250
55,135,12054
29,146,20158
111,149,372
40,129,1492
111,113,27854
171,96,7656
93,119,4298
207,86,18027
136,136,342
91,118,4727
111,150,8163
203,86,12694
132,137,34402
191,115,5488
137,136,5410
15,110,16032
207,91,3359
101,152,1717
151,108,333
93,126,1
99,148,4778
90,118,2663
241,145,26246
240,109,4438
83,155,15960
174,120,17778
108,117,9115
9,105,488
59,162,27790
100,150,12184
84,155,16171
109,149,2578
240,108,6964
191,96,475
54,167,1053
117,136,8
29,144,860
112,150,5769
235,141,2052
172,121,26179
14,107,7428
69,146,13342
89,118,11241
6,109,13353
8,105,35667
11,106,12093
108,114,35037
7,105,96
179,87,360
139,125,46
148,117,1
122,109,12247
133,113,131
73,147,8258
168,98,21625
39,155,1160
247,139,25327
170,100,15686
48,135,4071
225,124,25722
213,120,51229
149,107,11735
85,143,5313
124,117,1
235,140,16846
187,115,6527
41,160,26833
119,111,66172
57,133,21189
234,140,36239
109,113,9187
113,150,47695
157,128,209
177,85,1751
136,132,1213
17,107,1231
176,86,3034
133,115,1
18,148,97741
88,118,24345
21,125,19266
10,141,4600
107,114,5677
52,156,2385
231,126,2214
178,85,9682
123,111,30366
205,118,58031
87,118,17536
228,99,855
130,105,9425
10,134,6254
83,156,3655
230,98,3223
107,117,16000
205,119,18263
203,115,134
211,120,24823
60,158,35042
168,96,95346
58,163,22344
132,103,64097
82,152,35865
156,128,33175
77,151,184
100,152,35425
155,128,3160
20,147,3823
59,163,18501
92,118,6959
185,115,11
156,129,33657
106,152,23583
11,105,60
131,102,104299
208,86,80653
82,156,4732
135,103,82052
175,123,4594
59,158,22341
40,160,46980
178,114,37853
136,104,8100
109,112,7122
49,135,4499
76,151,20446
110,112,3518
203,84,4134
139,126,9946
242,146,140636
166,115,408
106,153,22966
107,113,4119
12,115,37911
58,150,69
225,125,3156
137,133,41169
137,132,4939
89,117,68678
225,126,41431
243,140,1
39,129,16746
134,104,10
202,84,10530
241,110,15679
137,137,11938
209,86,17514
233,102,5416
175,124,1981
39,160,18
176,124,348
38,155,6828
38,160,46
157,129,45821
89,116,46861
106,113,4998
39,156,10118
41,152,28
90,117,51
11,104,45439
7,132,486
204,118,12603
158,104,887
158,127,12683
83,157,3283
38,161,10794
248,140,4007
58,164,16263
162,115,21908
172,122,2426
191,103,3
149,106,7446
210,86,21177
59,164,12294
11,103,15263
234,141,226
134,103,225
243,145,37399
60,163,814
176,120,23
12,104,975
109,111,22192
132,102,2717
86,153,4537
172,116,144
205,120,989
155,129,28115
122,108,2090
104,153,69054
86,118,16901
78,152,19303
154,129,12487
212,121,4787
133,102,33874
67,136,17474
241,146,12926
74,133,7885
243,146,84034
137,131,7029
176,85,15668
8,140,331
249,140,30945
240,107,10933
209,92,5236
134,136,65031
160,125,31524
114,150,56133
96,122,5303
167,98,4803
15,111,23
100,151,16976
123,108,47352
138,137,15026
203,83,32287
8,127,50
218,113,201
237,142,29356
226,125,428
175,85,13637
178,84,1791
13,111,6954
39,128,1180
148,110,1561
171,121,33458
208,85,9
240,146,1477
112,151,15980
231,98,3786
201,84,3860
204,83,176
235,139,4
15,106,27692
121,110,31003
60,161,1786
241,132,31
91,117,25320
241,147,685
106,154,108742
199,111,3664
77,152,23
224,125,1063
190,97,3349
226,117,1
137,104,150
11,102,3922
192,114,3699
204,82,5447
231,97,18597
132,115,29
203,82,24310
171,122,96
241,109,11173
85,155,3703
10,105,3513
55,134,2371
1,131,596
61,158,14528
22,125,9438
37,160,14994
138,138,15497
111,148,229
58,151,3534
54,168,384
240,147,319
206,120,30005
138,110,554
93,118,14090
232,101,16910
10,104,3991
115,150,6162
40,128,46606
37,161,5927
55,168,59314
140,126,40016
115,151,16
208,84,48909
177,84,80904
232,98,11398
116,151,40991
92,117,25832
84,131,644
135,137,465
118,111,6432
223,125,119
236,142,67947
201,83,5845
56,168,2341
117,111,69692
53,168,1031
204,81,5315
227,99,6173
239,133,30
167,99,7665
48,134,19969
42,159,4276
203,118,31756
102,140,1
84,156,1
140,123,48115
202,83,4387
202,82,12070
57,165,4665
87,117,8488
174,91,66135
176,84,15904
68,132,6663
176,123,1410
54,169,11270
13,117,64915
225,127,15757
230,97,4595
88,116,870
69,131,7685
21,147,39082
235,142,9372
107,152,641
61,163,14248
206,121,105
82,157,9744
210,92,1995
90,116,14715
111,151,1913
132,138,4785
215,117,32749
170,101,4
15,125,14837
18,149,32952
234,142,16055
116,136,87
233,142,29146
208,96,1853
86,143,32885
239,107,13742
60,164,46
158,129,4922
22,124,2169
106,114,33796
214,114,1
156,104,17801
203,81,3940
112,149,5184
139,137,51993
132,139,62432
111,147,7333
227,100,9686
195,92,81
11,101,41397
11,100,64239
56,169,3500
137,103,14204
100,149,10290
44,154,8752
231,96,2778
237,139,47683
81,157,5363
147,110,121
56,133,11614
41,128,24934
43,136,7393
202,86,2245
116,150,54161
108,112,3343
131,138,6165
175,86,5136
230,96,48292
207,120,7081
112,152,108
245,114,626
136,137,514
242,110,19733
241,108,59197
70,131,6700
149,105,233
234,143,61
179,84,51574
167,106,5851
119,136,37960
136,138,12847
101,153,22046
240,148,32526
182,94,21
100,153,177
108,152,4214
206,122,1178
200,88,34
234,139,232
38,162,23232
231,95,52042
180,87,16183
11,99,8993
72,146,5344
84,157,6490
12,102,5079
85,156,18887
83,158,8019
175,84,1683
12,100,1503
224,118,4127
133,138,586
116,152,17427
30,147,19114
92,122,11285
232,95,15
137,102,2242
60,156,37
170,121,3681
18,150,4232
38,163,2143
57,152,8176
131,139,7573
86,156,11069
155,126,20
148,105,16
13,139,1
71,131,1720
138,122,1
233,95,7985
156,130,5413
10,99,1711
163,108,3
239,148,32939
159,129,133
178,83,604
121,108,3371
36,161,18273
111,112,54
23,124,14886
153,129,5535
59,165,2275
212,122,41339
58,133,7234
137,135,3
239,149,3575
211,86,6538
80,157,7162
201,86,5022
84,158,1751
17,106,1367
21,144,4230
37,162,11747
156,131,695
18,107,1387
87,152,33471
240,144,3103
244,145,10233
239,144,29698
23,126,3562
200,84,17879
178,115,2215
153,130,7732
137,101,2298
234,126,154
160,129,10617
182,93,24848
202,81,45830
87,153,15380
245,120,11
200,83,901
130,138,3791
133,139,33270
53,167,1425
205,81,25756
132,101,10706
238,148,7325
8,104,8027
130,106,1973
18,106,21602
244,146,1101
87,156,7350
233,143,2931
55,159,1
190,114,4237
87,157,10567
240,149,3510
76,133,786
240,106,37
54,170,3195
182,92,13427
244,115,247
115,152,4118
233,94,21337
106,117,524
77,153,447
226,120,5
133,140,29435
60,160,15463
39,162,11
234,94,18861
111,152,31345
39,132,950
9,141,6671
112,153,9462
88,153,28861
224,126,2085
152,130,337
171,95,3249
199,83,4159
29,130,15
157,130,4233
37,149,5998
117,110,29376
55,133,63812
113,153,16201
130,102,129
139,138,33569
13,102,640
177,104,2
113,133,3183
111,153,86681
99,129,10
132,140,19407
183,92,22161
9,138,72
53,169,9312
174,123,15880
128,133,3
238,149,1004
193,112,35
103,153,31828
138,102,6441
233,98,3107
55,169,3809
107,127,328
117,116,42809
156,132,3868
134,102,7958
31,147,8794
107,119,1
60,134,13982
130,137,19609
201,106,6
149,104,77
6,132,39168
85,118,565
71,130,300
37,155,2906
206,81,16145
83,130,159
112,112,4
8,141,4215
90,115,11327
10,98,7329
76,152,37914
33,147,5
13,114,13346
199,88,51093
166,99,2225
90,120,13737
48,151,1
85,144,21461
11,98,29
236,143,6508
87,154,31687
121,107,18959
53,166,7058
202,80,10146
177,124,3833
10,97,41086
234,93,814
173,91,222
58,165,10450
218,106,4994
128,134,362
137,130,14
107,115,4
169,95,661
52,162,35144
198,83,625
167,105,57
201,114,2547
168,95,584
179,83,3513
82,158,3171
210,93,43
104,154,1111
178,82,6028
36,162,2677
235,94,94
211,100,612
90,114,2227
19,150,5844
62,163,22017
244,147,38807
223,124,2804
52,169,21783
107,153,8030
131,116,529
214,118,216
150,104,4248
112,111,18798
169,101,46710
232,143,32237
203,80,1927
203,79,6517
88,115,43594
85,117,2405
117,151,9700
54,171,20210
11,97,17387
11,96,1118
62,164,7257
245,145,47
163,107,6874
123,107,4190
203,78,375
201,82,8967
169,100,16
12,99,1676
111,142,4974
90,113,91
17,105,928
35,161,39353
234,95,159
53,171,10505
153,110,6
238,150,8180
244,142,6
177,125,3182
43,159,8
99,149,2
138,101,8509
212,86,4847
41,130,1147
177,82,4702
89,113,5438
103,154,5238
181,88,2285
133,101,1111
110,142,32635
48,133,4542
94,118,7921
85,132,113
223,123,28577
120,107,9742
205,80,13262
166,98,1703
177,126,1280
185,116,3607
52,139,274
37,163,517
83,159,33253
223,115,116
142,126,20360
237,149,526
174,90,32047
169,121,360
84,159,654
207,122,5818
13,115,6157
182,98,18
241,107,26
30,148,10439
89,112,1268
151,104,10393
54,172,36052
224,127,183
174,84,2086
12,98,18668
88,154,19
19,151,16934
155,104,7589
177,123,55203
211,85,79
10,96,22255
204,79,33962
127,132,2328
58,166,6074
74,132,9309
120,106,2153
229,97,5685
131,101,45
241,149,33491
112,119,16402
18,151,4622
177,83,25162
9,96,65479
169,122,1867
129,102,2374
180,84,605
53,172,19849
9,98,497
82,159,40313
200,82,1323
8,138,3038
236,94,12001
38,154,2512
53,157,6609
91,116,196
108,153,29453
50,135,108
19,126,5707
13,101,62665
203,77,397
91,115,30575
113,154,5489
40,158,10262
88,157,6243
240,132,30435
117,150,19411
204,77,14364
19,152,16907
159,106,30
52,172,9400
167,104,7002
101,154,550
86,157,18209
201,112,929
10,95,4335
85,157,17863
36,163,95
129,101,11125
139,101,28693
213,86,33636
132,141,436
24,141,2604
52,173,19498
81,158,45807
11,95,42576
79,132,18
86,158,19027
179,82,9428
83,160,10004
105,114,4190
175,125,332
104,114,3231
13,98,7006
242,149,171
117,152,12367
8,96,3289
177,118,8
151,105,3525
80,158,60
202,78,37595
52,171,24509
12,96,7870
40,127,119
110,153,963
147,109,13325
131,100,2245
14,106,25893
242,150,21514
11,94,30559
56,170,13062
108,111,1996
214,120,11805
91,122,1122
235,126,30450
172,119,6
157,104,25280
201,80,10529
175,90,5
242,151,16079
12,95,1063
119,107,17781
16,111,1236
84,118,27198
88,112,51432
113,155,22345
84,117,32762
92,115,9373
231,127,33044
84,160,78
104,113,112
177,81,29841
242,152,2650
118,107,20264
132,136,93
13,99,2167
242,153,4167
206,123,8388
233,140,35071
84,144,23
167,95,13158
135,128,644
237,150,32836
39,163,8831
81,159,17987
138,139,106
17,151,6404
83,117,10
201,79,12518
154,130,2186
94,119,21184
233,144,75027
222,125,216
177,80,12311
238,151,165
227,101,1876
53,163,48
178,118,3047
11,93,22415
14,102,19540
236,95,11925
177,127,462
57,170,11065
79,158,171
54,133,1316
111,111,7282
90,112,552
90,111,2912
175,83,15794
54,132,7637
25,132,7444
239,150,28574
202,77,16564
232,94,74608
131,141,2826
147,123,270
103,155,5622
10,94,9911
85,145,17
118,151,13109
60,159,4
152,131,2358
39,164,177
197,83,3851
119,108,3001
130,101,42680
106,112,40659
184,116,20808
37,154,6
88,114,18966
161,125,1711
155,132,29541
103,114,177
92,114,26008
13,95,16975
200,79,5274
234,144,2570
81,160,58671
183,93,21
89,111,46208
135,102,6913
88,113,627
52,166,1752
242,154,21369
205,122,78
10,93,128
131,99,559
121,106,11352
18,152,13121
88,111,14573
130,100,40674
112,141,35
85,160,49595
112,154,6795
231,143,68546
233,93,1148
36,164,7382
35,162,17358
239,132,2781
156,103,16333
9,95,14286
137,139,1
139,127,846
230,95,1228
36,154,1737
177,122,5667
150,103,23021
201,87,5974
39,165,19208
204,122,37760
54,173,17084
17,111,141
94,120,1
55,172,42974
25,134,3
222,116,24412
174,86,41
231,142,3366
177,79,164
38,129,13577
129,106,7063
136,103,1
64,137,2697
88,110,4456
233,145,4756
101,155,6847
89,110,117
59,153,71
12,94,53492
176,79,8861
51,172,5429
51,173,10480
211,122,15254
212,123,803
41,129,3191
80,159,6014
56,145,135
131,142,5469
36,165,5305
86,117,12980
83,118,757
151,131,33348
213,121,10858
178,125,17097
17,148,363
102,144,112
178,79,468
87,110,26079
243,151,20266
23,123,3
156,133,13160
155,133,48614
175,93,28706
168,97,12767
167,96,65
174,89,3342
166,97,3603
78,158,29275
120,105,292
139,112,18
86,160,13633
104,112,39224
62,165,4152
10,92,3600
63,163,20436
82,118,856
64,163,7303
14,95,38135
207,81,1113
235,143,17235
230,143,18716
90,110,2648
13,94,525
156,134,23967
107,154,2837
177,78,750
134,140,21337
221,125,24944
52,174,15016
111,154,20626
231,128,25515
211,84,13186
190,113,13999
61,165,16716
42,149,4
86,161,3685
107,111,13709
112,155,20652
16,151,1177
205,123,21318
233,146,4725
199,82,61196
39,166,32678
119,151,5361
37,133,53417
14,99,29926
80,160,38370
110,139,10
32,133,24605
213,122,60192
229,96,1483
38,128,982
155,134,9707
120,151,14
176,81,36604
208,81,101
53,173,2341
114,155,28705
58,170,1864
197,82,344
112,110,30513
35,164,493
120,150,6506
20,142,1
68,134,49
201,117,1990
63,146,14
111,110,1430
176,80,66999
161,121,634
7,96,98
170,95,2970
212,84,18691
231,144,4282
234,96,478
227,102,21
204,121,6258
66,143,153
52,175,6278
119,105,25281
62,158,122
137,108,8
45,151,6
159,130,58
212,124,143
11,92,29923
68,131,85
103,113,2441
6,96,8089
231,94,50837
87,160,8403
97,121,2
15,118,15360
23,122,5255
35,165,8307
86,145,551
109,110,2231
175,81,4380
13,93,23107
38,159,24571
212,85,39686
229,143,3374
16,152,3113
180,82,79
207,80,31084
10,121,38
104,111,19917
237,151,8446
243,154,14687
111,155,415
174,125,44770
155,135,21197
87,112,18083
180,99,4
16,153,295
209,81,3317
146,109,5615
178,78,660
89,109,42
234,92,6732
51,171,33594
238,133,22
174,88,756
7,95,2
204,76,47378
9,92,8323
207,123,1
13,92,6198
228,143,13958
149,103,98
204,75,1001
230,142,173
131,98,19458
15,153,256
48,132,218
114,156,363
42,128,15418
15,95,11756
29,129,20504
166,96,7559
15,151,13481
175,126,2111
203,76,2702
104,110,41311
56,172,9286
203,75,17961
148,104,13822
154,104,53439
161,129,2135
91,110,5531
108,154,9052
118,108,3
121,105,939
86,132,8103
115,155,18248
105,110,5872
88,109,39933
174,81,1010
15,99,13118
92,110,7208
86,110,5260
205,77,18888
118,130,49
157,103,6897
84,161,1084
209,80,2804
173,88,25021
12,92,1004
14,92,163
29,148,19459
140,138,2195
99,153,34176
209,79,2047
57,172,787
204,119,18367
203,74,2373
38,127,7695
16,95,5914
208,82,5588
190,110,1
173,89,35101
110,155,16665
227,143,11875
204,123,7617
197,81,22565
242,155,980
206,77,17768
134,101,730
85,161,15761
229,120,2
155,136,24383
35,154,22271
136,105,15287
241,155,297
85,110,21092
121,150,53743
23,132,20
37,164,8852
1,112,35
28,130,36
57,132,6493
173,90,28554
37,156,1181
112,156,20375
110,123,15
58,132,126
185,117,2020
16,154,1054
34,165,1753
91,109,22966
109,109,1333
102,114,37144
66,137,9147
16,99,84
91,108,28019
57,173,33
58,167,9286
41,161,1873
207,77,496
15,92,920
12,91,8124
140,139,984
86,162,29816
202,76,821
211,92,3409
64,162,14006
15,152,11466
113,111,83
113,156,784
158,130,1754
165,96,4622
177,77,7793
141,120,16
129,100,39619
164,118,10
237,152,78
180,85,2
7,141,13
52,176,27772
134,139,7774
121,119,21
119,104,22923
105,142,1
35,166,10334
61,159,7575
164,96,4278
178,127,2677
53,176,9573
173,84,23929
140,140,9362
140,141,998
235,92,4354
204,74,18660
242,113,7
179,127,22092
15,117,9158
205,75,3988
173,85,11898
35,167,1485
20,152,193
240,155,3452
103,110,6520
51,176,5719
244,154,122
42,161,1689
221,126,11335
59,150,866
21,152,19
214,122,7793
241,156,32498
245,147,7666
52,163,2003
14,144,56
103,156,10536
60,165,5398
75,149,14891
211,124,55
98,153,2005
241,153,11013
241,157,924
155,137,2841
12,90,2126
16,96,13053
120,104,33031
62,166,3
103,109,30660
138,100,458
29,147,10116
88,108,27594
24,124,20
15,91,10935
118,152,2258
203,119,5412
240,157,47640
113,157,96
93,114,1328
85,162,373
69,130,43230
106,155,34947
49,137,2
112,157,3781
15,154,786
34,162,2287
139,140,5512
16,100,14865
82,117,1521
142,117,1
91,107,4157
177,76,1437
152,104,9333
15,100,16320
122,150,15449
87,108,76
34,133,19822
57,171,8282
236,150,7870
34,164,10154
14,91,6724
87,107,281
160,128,5424
14,151,43396
87,161,2682
173,104,14
58,171,16097
36,166,36212
155,138,27460
87,162,3952
88,162,3260
179,126,49727
175,80,20076
19,106,8899
132,142,7282
171,94,39760
209,78,5233
58,131,642
133,141,26636
236,151,23048
135,140,276
54,174,1794
241,106,8058
108,155,12
121,104,215
175,79,7008
111,156,15
6,95,37509
17,108,48314
242,129,1
53,177,43754
209,77,50852
112,158,12236
7,94,1845
133,142,112
34,166,15808
141,141,6703
91,106,24341
122,149,8083
235,93,4060
14,150,11
139,109,49
239,157,6157
236,96,3088
56,149,1
120,152,19723
86,163,3612
131,97,8322
174,80,10416
224,128,7707
33,164,1015
111,157,10910
242,106,118
6,94,3477
235,150,50888
176,76,33108
53,132,102
119,103,10114
117,115,20
245,154,8170
200,112,36
8,92,13678
228,97,29503
241,158,7814
53,178,13275
92,106,2690
118,103,13950
236,97,3284
80,152,2303
161,130,331
202,74,2484
176,75,14159
231,93,32340
89,162,14777
86,164,55
239,158,23326
36,167,14098
93,106,3158
16,91,2204
177,128,27914
9,91,4
119,102,8158
14,152,20515
85,164,8607
207,82,1
239,159,39421
103,108,21356
141,138,22
195,91,36966
59,133,1
224,119,6
56,132,308
7,92,14393
177,129,6662
203,122,1892
83,116,1964
162,121,2
16,90,6499
158,103,6075
111,158,116
164,95,61
18,108,240
175,76,7864
123,150,6897
213,85,30391
129,105,793
58,130,471
221,127,26188
242,157,12633
174,82,14084
56,131,3812
160,130,619
22,152,1931
240,159,5482
84,162,5917
238,159,974
221,128,7037
223,122,51
16,94,30609
180,126,20968
179,79,140
89,163,5613
178,129,5009
205,74,3474
32,164,299
14,149,215
116,155,15435
51,177,30574
179,128,10999
166,95,22114
36,168,1715
84,110,8335
156,137,6377
137,100,4710
17,91,1806
28,144,15
160,124,34764
50,177,20737
37,153,22
130,98,14
12,89,7522
16,155,8427
114,157,1053
35,168,18831
119,101,284
243,157,16704
87,164,6129
98,121,35
53,179,18597
88,155,36232
141,142,20466
237,133,18456
118,101,30853
237,96,8373
228,142,137
176,74,11821
180,83,13559
14,153,7713
142,127,8116
103,157,5091
177,74,39
238,157,3304
154,137,5177
6,108,1
246,147,22
83,129,8064
83,162,46559
202,73,89
221,129,6063
34,168,323
173,86,6647
238,96,15850
207,76,10523
203,121,545
90,106,31782
107,155,4460
178,74,10988
177,73,3435
229,95,33400
141,143,8335
89,164,38
139,141,6992
92,111,567
90,164,9845
156,135,7249
127,134,25
15,155,18694
141,115,16911
117,103,4376
65,163,16325
210,78,8
141,139,4654
201,118,51
231,92,374
203,73,742
182,99,4
126,131,27894
56,151,1
11,89,10859
15,90,52187
15,89,32509
211,78,2838
139,100,3114
8,91,1265
86,107,33279
92,105,23108
16,89,42961
127,133,28
32,163,1093
38,126,12
214,86,174
80,161,28403
172,84,1666
136,100,234
204,124,40710
211,77,1161
128,101,1727
40,126,103
117,109,133
177,72,11305
9,132,3
69,147,156
232,144,3636
204,73,221
17,89,47486
33,168,1025
112,159,183
204,125,25882
50,178,55358
59,138,1
156,138,24275
234,150,11233
130,97,6674
177,71,26807
129,98,31
17,88,56
40,165,3648
164,94,2935
241,159,17096
137,99,262
237,159,23708
44,159,37
132,143,35532
94,106,789
108,156,290
116,103,6638
30,130,10059
176,72,24203
58,169,3912
204,126,4159
163,94,1440
8,90,17578
104,115,2
87,165,2800
117,104,253
19,153,51008
111,128,8
202,121,15161
113,159,11798
19,107,574
104,157,5
166,100,18488
85,165,792
200,87,25834
238,160,3649
124,123,1
39,126,701
137,98,10268
50,173,13910
230,94,20651
50,172,6778
85,107,1096
131,96,36183
177,130,8829
67,135,68
111,159,6863
103,107,748
77,158,1151
171,84,13
180,127,158
11,88,710
201,78,2318
32,168,2371
230,126,3028
18,109,8546
89,106,4994
84,165,73392
17,90,6128
25,124,29848
52,168,29371
202,72,13705
237,160,2301
154,103,28146
178,75,3550
214,87,1864
6,126,71
103,106,580
37,127,14280
171,85,1017
177,70,4122
42,127,13010
119,100,2655
231,141,51
203,72,858
14,154,1831
65,162,42484
205,126,7255
236,92,79
103,105,427
178,76,53877
128,127,1
18,90,10066
180,79,16825
19,90,9616
157,133,26926
107,112,1
211,79,46110
236,139,70
110,157,16126
19,105,2297
131,143,11836
242,126,16382
93,111,15480
112,148,1928
110,140,2
102,115,4
129,97,5
38,125,15763
85,135,1
69,129,68
138,98,9671
18,88,25814
19,91,27223
176,71,17328
205,73,567
91,105,6088
124,150,9863
237,161,829
226,101,12860
142,141,1
129,96,17270
114,159,3
183,99,18
223,127,6313
240,154,350
75,152,4
63,158,29610
82,132,24
119,99,31074
241,160,2647
131,95,520
89,105,602
32,165,4334
176,73,24487
95,106,388
81,118,4513
191,116,13989
53,180,9088
14,155,1780
180,80,49064
139,98,2585
191,117,15832
130,141,17717
178,70,28025
98,154,17086
138,141,3267
178,130,45766
18,89,24510
179,74,6536
16,97,11849
13,152,13528
172,90,1277
50,176,31873
63,166,71
83,165,26
237,162,1145
22,151,101
17,97,120
87,166,1288
15,88,7837
246,148,19568
238,156,14726
119,106,8760
238,161,19004
89,153,53
58,149,9
13,153,20750
203,123,1422
201,73,1144
140,98,28516
68,130,95
129,99,4518
31,163,3464
237,156,1041
157,102,167
85,119,5801
80,118,28540
49,177,3439
84,107,28676
79,160,19962
128,99,16670
19,108,3132
239,160,30902
85,111,3094
179,70,3267
89,120,52
93,105,1686
154,102,3209
84,164,9664
82,165,28224
128,97,422
155,139,2436
202,123,3
156,139,2549
171,90,49101
15,87,29243
135,141,7126
122,122,1
228,144,23976
173,81,2296
236,138,3866
76,147,2
176,127,30342
198,111,1776
238,97,5
103,158,1740
84,119,2
83,110,41547
20,108,626
156,136,14263
32,169,37906
17,96,97
157,134,14816
205,72,4592
176,70,5546
55,136,3
163,93,10085
21,108,7631
210,77,4961
237,163,2284
154,139,8570
179,130,92
163,92,9679
128,100,19154
66,163,4860
96,121,6
62,159,144
11,87,7
54,176,5360
54,178,3899
70,147,368
10,101,206
92,104,4864
49,178,942
238,162,8026
89,104,235
132,95,523
102,105,377
81,165,18575
134,141,6
213,124,23893
54,179,4128
128,102,6134
201,72,716
178,69,24439
178,71,5792
52,180,7102
11,91,15
180,74,9
150,102,8
18,87,8703
212,83,14080
179,131,13357
51,180,7247
241,161,37801
49,173,4305
53,181,29177
80,162,462
15,86,17713
203,71,30814
85,106,6903
138,97,457
32,170,10661
112,160,10574
90,162,5660
34,161,3946
15,85,155
10,87,2415
21,109,7
130,142,198
135,142,1875
55,176,2394
137,123,2
80,165,5747
85,166,23811
83,107,21673
110,110,9980
177,69,1580
204,72,1517
64,166,1494
122,104,11058
212,77,15639
124,151,7711
30,163,39886
88,166,51152
51,181,145
14,85,27986
177,68,6100
199,89,121
118,100,19
13,85,16533
228,141,755
64,167,6977
53,182,1380
115,154,385
87,167,16751
82,107,292
180,75,5265
17,155,3098
58,172,31
130,143,23
32,171,36215
120,99,278
113,160,30
139,97,22756
15,84,2646
181,127,7934
59,170,3712
177,114,11
115,103,18336
205,71,1483
200,78,3465
53,183,16876
178,68,8734
128,96,27979
51,182,14712
19,89,8472
171,83,4943
14,84,23982
48,177,12
48,178,28085
163,91,2676
54,131,141
17,87,1206
138,133,18575
48,176,15601
22,108,5226
139,96,36771
115,157,42216
179,68,21136
12,88,6151
16,117,297
18,86,11046
237,95,2891
8,89,29
178,67,14372
175,73,26755
34,169,3138
105,157,11796
22,109,1441
91,162,9590
13,84,1383
135,143,420
239,97,79
179,71,2760
154,140,5329
235,151,7212
139,95,19683
176,130,508
150,101,9727
33,166,16423
236,163,24881
131,94,16917
108,157,10164
238,163,44288
71,129,17250
157,138,14630
200,80,2967
212,78,2116
