inicial_x,inicial_y,passos
234,66,1
199,25,1
216,40,1
193,21,1
148,247,508
26,50,1
45,30,1
13,178,72
239,75,1
82,8,5
193,229,986
182,235,38
236,69,1
241,81,1
165,7,1
203,222,420
49,26,3
205,29,1
36,38,1
70,14,350
10,171,1
24,197,279
41,33,1
53,24,1
34,40,1
22,195,225
222,203,1517
180,237,95
207,218,983
60,19,117
228,56,1
49,27,1
221,47,1
244,88,83
34,40,1
87,7,1
36,212,1723
241,80,1
65,16,85
163,6,1
59,20,261
213,38,1
162,244,254
238,177,2991
231,60,1
166,7,1
24,53,2
249,120,3667
234,65,1
218,43,1
240,77,1
16,185,29
86,7,4
168,8,1
176,12,1
200,26,1
215,40,1
10,171,1
211,35,1
229,57,1
114,1,129
4,98,1734
34,40,1
191,230,255
231,61,1
169,9,1
191,230,255
193,229,697
56,228,5042
67,15,216
228,194,512
189,231,326
169,9,1
35,39,1
19,60,1180
225,198,200
80,241,3061
153,4,108
60,231,998
156,245,599
106,2,32
205,220,427
165,243,135
72,238,2370
174,11,1
215,39,1
41,33,1
187,233,79
201,223,1018
59,19,247
189,18,1
160,6,2
76,11,57
10,79,1549
244,161,449
160,6,1
238,73,1
205,30,1
220,44,1
204,29,1
186,17,1
162,6,1
66,235,4200
226,53,1
21,194,507
29,46,1
46,29,1
54,23,2
72,238,2826
230,192,2717
235,183,318
73,12,220
53,24,1
175,239,12
23,196,2802
32,208,349
172,10,1
150,3,53
208,218,867
53,24,1
69,14,214
91,5,1
205,30,1
48,28,1
9,169,1
15,182,156
53,24,1
194,22,1
229,57,1
223,201,1384
84,8,1
208,32,1
36,38,1
54,23,1
27,201,796
22,195,551
183,15,1
168,8,1
213,213,1515
188,18,1
22,55,2
210,216,2949
183,235,48
237,72,1
36,212,2521
1,115,772
225,199,3084
38,37,1
241,81,1
98,4,51
186,17,1
183,15,1
232,62,1
23,196,114
26,50,1
93,5,1
27,49,1
38,213,3649
160,244,145
39,36,1
26,49,1
94,5,1
169,9,1
63,17,665
225,51,1
14,70,361
126,1,619
204,29,1
35,39,1
83,8,1
232,61,1
191,231,2078
149,247,504
12,74,1401
224,200,4263
15,183,54
191,230,237
193,229,589
238,72,1
61,18,203
233,187,967
205,30,1
224,200,863
66,16,80
37,37,2
31,207,2621
157,5,7
186,233,226
235,67,1
50,224,930
235,67,1
26,50,1
36,38,1
53,24,1
211,35,1
14,70,266
62,18,85
197,24,1
38,36,1
168,8,1
12,178,3
196,23,1
46,29,1
166,8,1
207,32,1
240,77,1
179,13,1
196,23,1
13,72,376
169,9,1
219,44,1
31,44,1
149,247,535
217,41,1
14,69,225
224,50,1
194,228,374
22,55,1
240,173,2531
242,82,1
224,200,401
59,20,92
38,37,1
237,70,1
230,58,1
244,88,44
233,64,1
218,43,1
225,52,1
175,239,99
87,7,1
51,225,2528
188,18,1
237,71,1
169,9,1
25,51,1
233,63,1
211,214,1346
210,34,1
43,32,1
91,5,1
21,57,1
7,163,46
69,14,120
97,246,1090
50,26,1
221,46,1
228,195,2208
180,236,18
146,2,324
223,49,1
146,2,164
165,7,1
240,173,214
226,52,1
30,45,1
188,18,1
77,10,7
196,23,1
242,82,1
227,53,1
193,21,1
196,23,1
27,48,1
227,54,1
11,175,28
230,192,330
182,14,1
196,23,1
240,79,1
53,226,1287
178,12,1
99,3,30
52,226,1526
20,192,48
42,32,1
234,65,1
45,220,7431
144,2,1405
222,203,599
26,50,1
149,3,523
181,14,1
213,213,1910
232,188,1276
50,26,1
103,3,25
32,42,1
178,12,1
174,11,1
216,210,1593
33,41,1
183,15,1
242,167,614
25,199,4781
227,196,1056
229,192,804
217,41,1
177,12,1
24,53,1
36,38,1
239,76,1
158,5,3
246,155,926
205,30,1
164,7,1
32,43,1
212,214,309
52,226,1536
181,14,1
23,53,1
54,23,1
231,61,1
61,232,1457
220,205,1507
20,59,1
171,10,1
227,195,605
195,228,258
68,14,269
182,15,1
219,44,1
188,18,1
238,73,1
228,56,1
81,9,1
210,34,1
219,44,1
83,8,1
164,243,59
156,245,659
161,6,3
195,22,1
33,208,758
32,208,1265
20,191,34
48,223,6133
242,83,1
231,59,1
214,212,1002
95,4,1
170,9,1
189,231,1011
92,5,1
188,18,1
51,225,664
162,6,1
177,238,79
223,49,1
164,7,1
224,50,1
26,50,1
42,32,1
156,5,12
198,226,311
15,182,407
240,77,1
229,194,937
1,140,503
245,92,1264
239,76,1
95,246,856
99,3,16
197,23,1
225,52,1
14,181,11
81,9,1
93,5,1
183,15,1
55,22,1
188,232,78
227,54,1
156,5,1
199,225,140
3,150,170
54,23,1
215,211,781
216,41,1
222,47,1
50,26,1
172,10,1
81,9,1
28,47,1
31,206,815
14,69,204
218,43,1
31,43,1
150,3,128
235,182,739
92,5,1
212,36,1
29,46,1
57,21,1
239,76,1
212,36,1
28,203,727
240,78,1
224,50,1
207,32,1
16,184,38
163,7,1
21,57,1
54,23,1
236,69,1
95,4,1
179,13,1
13,179,1
11,75,400
210,34,1
153,4,7
239,76,1
238,177,641
234,66,1
27,202,4447
57,21,3
89,6,2
198,24,1
169,9,1
26,200,171
249,124,3920
30,45,1
41,34,1
185,16,1
183,235,19
2,104,675
90,6,1
65,16,69
163,7,1
167,242,102
222,203,371
153,4,5
197,227,1273
77,240,2704
167,8,1
23,196,91
1,126,669
23,196,139
6,160,257
180,13,1
216,40,1
21,58,1
70,14,74
223,48,1
194,21,1
173,10,1
223,201,3179
209,33,1
20,58,1
46,29,1
211,35,1
23,196,643
85,7,1
190,19,1
23,53,1
180,13,1
33,209,603
193,21,1
20,191,16
30,45,1
232,62,1
8,166,125
171,9,1
33,41,1
10,172,1
220,45,1
214,39,1
46,29,1
24,197,2032
236,70,1
108,2,963
226,52,1
23,196,1245
159,5,24
161,6,2
180,236,1
27,48,1
203,28,1
214,38,1
16,65,33
75,11,327
24,197,149
57,21,1
240,77,1
16,185,2
90,6,1
162,6,1
186,17,1
186,16,1
5,92,1832
149,3,217
47,28,1
219,44,1
244,90,65
97,4,6
73,12,462
221,204,1102
59,19,2
176,11,1
98,4,1
13,178,1
25,199,214
88,6,2
237,71,1
5,157,483
229,56,1
41,216,4852
249,128,2549
244,87,9
226,52,1
225,51,1
190,231,1023
35,39,1
202,223,190
5,156,219
227,197,278
16,66,247
17,63,191
230,58,1
236,70,1
32,43,1
20,191,3
61,18,10
80,9,4
200,224,111
168,8,1
185,16,1
15,182,14
220,45,1
210,34,1
29,204,326
50,26,1
219,206,804
38,36,1
55,228,1544
193,21,1
2,106,1389
33,208,1362
149,3,26
157,5,1
247,100,560
227,55,1
29,46,1
183,235,42
232,61,1
12,74,452
172,240,18
66,16,19
92,5,1
11,174,26
230,59,1
68,14,238
27,48,1
187,233,73
199,25,1
31,207,1271
4,153,368
39,215,2199
60,19,1
29,204,327
1,138,855
31,44,1
22,55,1
93,5,1
74,11,17
31,207,6911
230,192,943
209,34,1
94,5,1
126,249,1976
220,206,957
194,22,1
185,16,1
49,27,1
96,4,1
189,231,142
109,2,40
226,197,159
201,224,388
221,46,1
185,234,4
158,5,1
40,34,1
97,4,1
82,242,6425
72,13,82
14,182,7
241,80,1
178,237,1
241,81,1
67,235,1343
78,10,11
83,8,1
78,240,1868
197,227,468
157,5,1
28,47,1
72,13,103
207,32,1
57,21,1
203,28,1
227,53,1
88,6,3
176,238,1
89,6,1
175,239,18
238,73,1
37,37,1
1,114,778
207,219,484
20,191,2
75,239,1207
34,40,1
231,61,1
206,30,1
176,12,1
154,4,1
237,71,1
52,25,1
180,236,1
241,81,1
15,68,985
22,195,97
91,5,1
244,90,15
217,42,1
49,26,1
31,43,1
207,31,1
196,227,5048
21,58,1
59,20,1
10,172,2
163,7,1
40,34,1
226,53,1
200,224,419
225,199,1858
27,48,1
172,10,1
153,4,1
19,61,1
217,42,1
195,22,1
165,243,453
177,12,1
200,26,1
34,41,1
230,58,1
38,36,1
176,238,1
214,212,389
22,55,1
5,157,90
207,218,79
85,7,2
187,17,1
204,29,1
82,242,2752
222,203,1185
149,3,21
154,4,1
72,237,2809
23,53,1
74,12,16
216,40,1
226,52,1
88,6,1
175,11,1
9,170,1
17,186,1
16,185,55
192,20,1
193,229,266
24,197,1879
207,32,1
73,12,33
5,94,2292
224,50,1
52,24,1
156,5,1
47,28,1
227,197,448
206,31,1
96,246,3677
81,9,1
232,188,2062
21,56,1
33,41,1
215,211,436
129,1,2256
156,5,1
15,183,21
24,198,260
238,72,1
201,26,1
235,67,1
179,237,1
204,29,1
42,32,1
63,17,122
176,238,1
22,194,33
237,71,1
187,17,1
84,7,1
214,38,1
18,188,1
168,242,156
220,45,1
244,161,522
236,181,827
57,229,2177
22,55,1
87,6,1
48,27,1
73,12,141
201,26,1
185,234,24
16,185,1
148,3,11
47,29,1
7,85,896
177,12,1
195,228,146
240,79,1
177,12,1
79,10,1
184,235,1
232,62,1
141,248,681
185,234,1
214,212,1008
29,46,1
15,182,3
31,43,1
82,8,1
90,6,1
43,219,988
26,49,1
82,242,1793
51,25,1
189,19,1
232,188,846
95,4,1
59,20,1
12,177,2
232,188,2013
182,14,1
244,88,36
18,61,3
22,194,8
243,86,1
58,20,1
198,24,1
197,24,1
179,237,1
13,178,1
169,9,1
7,87,580
218,207,1026
29,47,1
181,14,1
15,67,147
156,245,630
204,221,160
203,222,268
86,7,1
239,76,1
9,80,1558
204,29,1
213,37,1
161,6,1
36,38,1
240,171,636
157,5,1
84,7,1
219,206,1248
25,199,19
16,185,2
224,50,1
232,189,721
220,44,1
22,56,1
245,92,22
52,24,1
202,28,1
192,230,274
183,15,1
56,22,1
164,243,561
5,156,76
40,34,1
69,14,192
13,71,1118
8,167,1
91,5,1
158,5,1
228,55,1
241,80,1
240,172,2023
82,8,1
222,48,1
11,175,11
214,38,1
196,23,1
214,38,1
232,62,1
76,239,3524
183,15,1
185,234,2
246,155,672
168,8,1
175,239,2
198,225,91
59,230,4073
89,244,880
188,18,1
5,92,987
162,6,1
76,11,36
30,45,1
244,90,6
7,163,136
18,188,1
14,180,4
212,37,1
194,21,1
231,60,1
228,195,1078
223,49,1
159,5,1
16,184,1
177,238,1
91,5,1
28,203,153
187,17,1
177,238,4
97,4,1
237,70,1
217,42,1
247,148,294
35,39,1
64,233,898
159,5,1
97,4,1
218,42,1
46,29,1
22,56,1
217,209,897
196,23,1
58,230,2354
222,47,1
209,33,1
85,7,1
201,26,1
237,72,1
199,25,1
165,7,1
16,185,1
189,232,235
20,58,1
185,234,1
156,5,1
60,19,1
118,1,1142
227,54,1
242,84,1
23,196,22
79,9,1
232,189,937
186,17,1
41,33,1
13,179,1
212,36,1
222,48,1
207,31,1
149,3,9
169,9,1
225,52,1
226,52,1
242,82,1
85,243,3583
4,153,182
100,3,4
17,63,6
84,8,1
172,240,47
190,19,1
202,223,145
10,78,265
8,168,1
35,210,965
94,5,1
192,230,241
41,33,1
200,26,1
30,45,1
202,223,795
66,16,233
11,174,12
237,72,1
70,14,52
204,29,1
15,67,503
233,187,574
26,50,1
167,8,1
195,228,682
9,169,1
163,7,1
45,30,1
233,64,1
74,12,300
16,184,1
227,196,474
78,10,1
171,240,9
166,7,1
240,171,427
220,44,1
87,7,1
40,35,1
223,201,914
8,167,1
1,137,586
7,165,4
68,14,323
159,5,1
117,1,344
191,230,201
187,17,1
204,29,1
42,218,1854
191,230,159
9,171,1
76,11,6
100,3,6
81,9,1
107,2,22
98,3,1
162,6,1
37,37,1
221,47,1
26,201,185
159,5,1
167,8,1
177,12,1
180,13,1
8,166,1
210,216,1871
6,162,226
165,7,1
196,23,1
64,17,8
164,7,1
166,8,1
185,234,1
195,22,1
177,238,1
224,200,801
30,44,1
29,46,1
41,33,1
57,21,1
168,8,1
224,50,1
28,47,1
40,34,1
69,14,92
57,21,1
11,175,20
15,67,14
185,234,1
7,86,948
27,49,1
188,18,1
86,7,1
6,88,544
200,26,1
18,62,21
33,209,549
34,40,1
28,47,1
195,228,103
206,31,1
10,173,1
76,11,2
24,52,1
188,232,33
202,28,1
18,62,1
62,232,952
196,23,1
212,214,640
182,14,1
204,29,1
7,166,1
26,49,1
76,11,1
218,42,1
187,233,17
75,11,1
24,197,1314
66,15,130
108,2,452
166,242,108
221,204,126
17,187,1
217,41,1
227,54,1
184,16,1
64,233,5261
13,72,699
238,73,1
226,53,1
177,12,1
191,230,159
7,164,1
40,34,1
8,167,1
10,173,1
172,10,1
64,17,21
7,163,1
165,243,130
49,223,1664
87,7,1
197,23,1
32,43,1
5,156,127
221,46,1
26,200,16
153,4,1
29,204,198
54,23,1
242,84,1
229,57,1
164,243,111
12,73,555
118,249,355
198,24,1
243,85,2
36,38,1
156,5,1
156,4,1
148,3,18
228,195,471
93,5,1
165,243,582
148,3,142
164,243,162
115,1,255
14,182,1
18,62,2
224,50,1
14,181,1
100,3,3
245,92,471
18,61,1
159,5,1
65,16,7
208,32,1
8,167,1
46,29,1
158,245,248
216,210,197
101,3,1
50,26,1
198,225,291
20,192,1
86,7,1
18,61,1
206,219,666
153,4,1
150,3,1
180,237,1
181,14,1
180,237,1
10,171,1
194,229,103
60,19,1
17,186,1
58,20,1
158,5,1
97,4,1
166,242,32
235,183,107
7,164,1
60,19,1
230,59,1
164,7,1
236,181,131
225,198,409
176,12,1
173,10,1
244,89,24
185,234,1
237,70,1
192,230,87
227,54,1
36,212,636
10,173,1
156,5,1
168,8,1
41,34,1
236,70,1
144,2,255
191,230,19
6,88,579
192,20,1
246,96,883
236,181,203
213,37,1
9,171,1
152,4,1
239,75,1
147,3,19
192,21,1
216,40,1
52,24,1
191,20,1
71,13,55
1,135,704
85,7,1
190,19,1
153,4,1
43,219,791
43,31,1
14,180,1
48,27,1
181,236,1
18,188,1
196,227,93
11,176,3
162,6,1
188,232,1
94,4,1
184,16,1
129,1,1788
168,8,1
239,74,1
19,190,1
241,80,1
174,11,1
245,92,32
199,25,1
215,39,1
17,63,5
1,129,1669
235,182,80
102,3,13
230,191,903
49,224,644
3,102,1642
165,7,1
180,236,1
39,35,1
152,4,1
169,241,9
230,59,1
237,72,1
13,71,48
165,7,1
199,25,1
38,213,577
118,1,131
187,17,1
32,43,1
240,77,1
27,201,18
181,236,1
15,182,1
242,82,1
225,52,1
20,58,1
238,177,367
18,188,1
87,7,1
30,45,1
13,179,1
223,201,2213
11,175,13
58,20,1
15,67,69
240,77,1
195,228,125
168,8,1
241,81,1
8,168,1
224,201,1928
171,9,1
68,15,55
176,238,1
12,176,2
16,185,1
30,45,1
206,219,366
16,65,3
220,205,131
157,5,1
55,22,1
218,207,558
241,81,1
43,31,1
199,225,80
217,208,120
235,67,1
8,167,1
17,187,1
53,23,1
101,3,1
202,28,1
214,39,1
198,225,641
154,4,1
233,64,1
228,56,1
223,202,739
10,172,1
185,16,1
215,39,1
10,173,1
196,23,1
197,23,1
184,234,1
215,40,1
48,27,1
7,166,1
215,211,360
225,52,1
102,3,1
211,35,1
9,170,1
8,168,1
175,11,1
90,6,1
29,46,1
38,36,1
69,14,88
40,34,1
183,15,1
16,184,1
81,9,1
227,55,1
34,40,1
39,214,2651
211,35,1
17,186,1
187,17,1
238,73,1
22,55,1
60,19,1
163,243,469
14,181,1
207,218,790
41,33,1
11,174,1
249,134,3351
205,220,1568
11,175,1
177,12,1
213,37,1
218,207,644
172,10,1
239,75,1
218,208,370
179,237,1
169,9,1
107,2,46
38,36,1
162,6,1
220,45,1
191,20,1
195,228,53
10,171,1
175,11,1
41,34,1
227,196,540
74,11,3
178,237,1
135,1,76
182,235,1
215,211,434
248,108,1959
211,215,347
14,68,409
76,11,1
45,30,1
156,5,1
33,42,1
95,246,2063
17,63,1
61,18,1
227,54,1
92,5,1
97,4,1
18,189,1
231,60,1
200,224,384
219,44,1
243,86,1
55,22,1
42,32,1
149,3,2
68,15,43
201,223,1563
149,3,1
103,3,3
232,62,1
74,12,3
182,235,1
224,50,1
170,241,9
232,188,362
244,89,11
240,77,1
217,42,1
236,69,1
97,4,1
223,48,1
242,167,257
249,140,1134
169,9,1
18,62,1
235,183,1977
153,4,1
37,213,1169
24,53,1
234,66,1
17,187,1
11,76,1553
43,218,910
29,46,1
42,33,1
91,5,1
200,26,1
159,5,1
52,24,1
41,34,1
209,33,1
32,43,1
198,225,96
79,241,1089
48,222,2362
81,241,879
169,241,27
58,230,5017
16,184,1
42,218,941
163,6,1
12,73,595
231,60,1
235,183,952
184,15,1
173,240,1
203,29,1
16,65,3
204,29,1
241,79,1
223,49,1
84,8,1
211,215,941
13,71,63
226,52,1
46,29,1
216,209,266
33,209,2279
227,54,1
35,211,741
27,49,1
15,183,1
174,239,1
178,237,1
231,61,1
198,25,1
36,212,857
211,215,379
31,43,1
248,142,2374
73,12,6
200,26,1
42,218,660
201,26,1
238,74,1
21,193,2
14,68,454
163,6,1
92,5,1
18,61,1
235,183,369
72,12,32
20,191,1
214,38,1
222,203,1347
6,163,4
5,159,39
5,159,6
160,6,1
59,230,1432
132,1,703
71,237,1179
18,188,1
236,69,1
239,175,248
241,79,1
208,32,1
217,41,1
154,4,1
235,67,1
40,34,1
214,38,1
22,55,1
68,15,43
164,7,1
238,74,1
179,237,1
30,45,1
54,23,1
30,205,664
7,164,1
223,49,1
239,75,1
62,18,1
66,15,12
10,172,1
212,213,374
208,33,1
92,5,1
159,5,1
183,15,1
204,29,1
179,237,1
173,10,1
212,36,1
182,235,1
217,209,1454
238,176,74
241,79,1
173,10,1
197,24,1
153,4,1
220,205,651
7,165,1
91,5,1
214,39,1
224,201,1512
6,161,1
192,229,40
218,42,1
183,15,1
168,8,1
213,37,1
246,97,219
62,18,1
29,46,1
235,184,635
6,162,1
238,73,1
245,91,18
241,81,1
237,72,1
228,195,146
236,181,420
72,13,4
241,81,1
231,60,1
189,232,1
193,21,1
163,243,108
243,86,1
15,183,1
59,230,1407
88,6,2
74,11,1
20,191,1
98,4,1
172,240,1
22,195,1
195,22,1
223,49,1
74,12,1
183,15,1
21,193,1
27,202,601
225,51,1
236,68,1
74,12,1
207,31,1
62,18,1
74,11,1
35,211,177
69,14,103
225,52,1
11,75,898
233,64,1
61,231,1758
190,231,1
217,208,700
239,176,285
32,207,878
35,211,567
27,48,1
11,175,1
72,13,1
229,57,1
46,29,1
103,3,24
22,55,1
48,27,1
229,58,1
161,6,1
232,188,128
83,8,1
176,11,1
229,194,114
221,46,1
16,65,4
184,235,1
96,4,1
206,31,1
189,19,1
134,1,1990
223,49,1
1,129,362
234,65,1
18,63,1
201,27,1
14,181,1
7,85,684
7,164,1
193,229,48
46,29,1
176,238,1
85,7,1
223,201,893
242,168,413
179,13,1
200,26,1
193,21,1
56,21,1
24,53,1
178,13,1
10,79,1058
214,38,1
41,34,1
7,163,1
237,70,1
169,9,1
45,30,1
19,60,1
233,186,49
208,33,1
17,187,1
96,4,1
188,18,1
222,47,1
200,26,1
34,210,3331
26,50,1
26,50,1
244,90,5
199,25,1
27,202,4523
69,14,178
220,206,151
51,225,2089
222,203,669
237,71,1
192,20,1
31,44,1
215,210,103
193,21,1
234,185,721
47,222,1057
190,19,1
66,16,5
217,42,1
50,26,1
226,198,851
29,204,2479
41,34,1
233,186,179
175,239,1
190,19,1
186,233,1
58,20,1
151,3,1
29,46,1
91,245,473
81,241,1344
6,163,2
220,45,1
163,7,1
212,214,795
44,30,1
232,62,1
7,163,1
227,53,1
7,166,1
22,55,1
89,6,1
13,71,88
197,23,1
16,65,1
67,15,33
15,182,1
96,4,1
185,16,1
74,11,1
14,181,1
190,231,22
3,148,98
188,18,1
203,28,1
97,4,1
177,12,1
63,17,1
194,228,74
216,210,241
56,21,1
219,44,1
105,2,31
15,183,1
82,8,1
7,163,1
50,224,1509
72,13,1
62,232,1763
17,186,1
149,3,1
75,11,1
16,65,1
191,20,1
83,8,1
230,58,1
193,229,33
82,242,1131
92,5,1
216,209,1043
223,48,1
19,189,1
46,29,1
70,14,3
213,37,1
219,44,1
241,169,217
233,63,1
30,45,1
15,183,1
56,228,486
173,240,1
57,21,1
230,58,1
36,39,1
176,238,1
190,19,1
219,44,1
199,225,27
23,196,1
10,173,1
177,238,1
80,9,1
51,25,1
72,13,1
193,21,1
10,171,1
167,8,1
168,8,1
236,70,1
220,206,326
26,50,1
166,7,1
186,17,1
207,31,1
213,37,1
238,73,1
36,211,138
240,172,376
52,24,1
21,56,1
243,84,1
104,2,1
14,70,15
17,63,1
190,231,1
164,243,435
20,59,1
50,26,1
5,157,32
169,241,10
229,192,619
217,41,1
201,223,160
173,11,1
25,199,58
207,218,29
32,208,838
236,69,1
202,28,1
22,55,1
102,3,1
5,158,32
94,5,1
10,173,1
16,184,1
163,7,1
206,219,71
230,192,247
9,169,1
243,85,1
78,10,1
34,40,1
89,244,1231
84,7,1
17,63,1
194,22,1
37,37,1
104,2,1
175,239,1
74,12,1
207,219,237
35,210,1272
169,241,1
176,12,1
61,18,1
217,41,1
47,29,1
3,150,273
29,46,1
94,4,1
239,76,1
149,3,1
160,244,76
143,248,610
46,29,1
199,25,1
76,239,1663
175,11,1
83,8,1
185,234,1
86,7,1
108,248,1704
24,198,1
18,62,1
226,52,1
49,26,1
189,232,1
78,10,1
221,47,1
11,174,1
40,216,666
62,18,1
183,15,1
169,9,1
13,179,1
17,63,1
13,180,1
188,232,1
228,55,1
225,51,1
217,41,1
237,179,177
96,4,1
32,207,1254
235,67,1
249,114,760
60,19,1
43,218,692
39,215,1965
239,75,1
176,11,1
182,14,1
223,48,1
230,191,163
162,6,1
98,4,1
179,13,1
35,211,1303
12,74,58
214,38,1
18,188,1
62,18,1
18,189,1
203,29,1
29,46,1
11,174,1
53,23,1
233,63,1
215,39,1
221,203,876
200,224,283
199,25,1
245,157,793
26,50,1
211,215,2066
22,194,1
19,190,1
81,9,1
24,53,1
62,18,1
107,2,16
226,53,1
238,177,545
168,242,3
18,61,1
156,4,1
225,199,1370
231,190,426
11,174,1
61,231,590
219,43,1
226,53,1
12,177,2
171,9,1
174,239,1
160,6,1
67,15,4
45,220,729
157,5,1
205,220,196
172,10,1
175,239,1
245,91,176
238,74,1
170,9,1
207,31,1
198,24,1
37,37,1
224,200,273
31,44,1
221,46,1
6,161,1
173,240,1
164,243,220
170,9,1
246,98,296
180,237,1
209,33,1
13,178,1
210,34,1
68,14,2
165,7,1
9,170,1
14,181,1
28,47,1
27,49,1
65,16,1
221,46,1
183,235,1
28,203,587
184,235,2
214,212,603
34,40,1
173,240,1
210,35,1
61,18,1
244,90,1
148,3,1
40,216,157
180,13,1
65,16,2
199,25,1
24,53,1
33,41,1
9,169,1
169,9,1
237,179,307
15,182,1
203,222,748
215,211,562
30,205,2702
13,71,95
122,1,393
18,189,1
161,244,38
17,64,1
11,175,1
13,70,27
176,11,1
13,179,1
203,28,1
235,182,112
184,16,1
24,53,1
219,44,1
161,6,1
14,70,3
46,29,1
6,161,1
190,19,1
39,35,1
52,25,1
30,44,1
214,38,1
239,75,1
233,186,600
230,58,1
135,1,1089
222,47,1
30,205,162
92,5,1
111,1,1168
216,40,1
17,186,1
15,67,1
240,78,1
192,230,36
248,109,496
202,222,1438
239,75,1
177,12,1
190,19,1
229,193,450
69,14,2
23,54,1
171,9,1
233,63,1
221,204,1212
244,89,1
19,61,1
161,244,125
22,55,1
8,82,1560
221,46,1
169,241,1
105,2,1
45,30,1
226,53,1
212,214,292
20,59,1
61,19,1
200,26,1
203,28,1
191,20,1
248,106,5227
20,191,1
80,9,1
244,89,1
44,31,1
201,223,483
199,225,27
41,33,1
94,4,1
186,233,1
230,58,1
239,76,1
237,71,1
10,172,1
187,233,1
153,4,1
199,225,26
243,84,1
21,193,1
50,26,1
11,175,1
236,181,88
29,46,1
224,201,185
37,212,3489
227,53,1
94,5,1
215,39,1
249,115,2153
166,8,1
207,32,1
29,46,1
171,9,1
222,202,367
226,52,1
102,3,1
184,235,1
242,84,1
182,15,1
10,171,1
242,84,1
241,171,455
232,62,1
235,66,1
54,227,1918
12,176,1
159,5,1
36,38,1
4,156,221
22,56,1
212,213,97
229,193,14
218,207,573
9,171,1
61,18,1
171,9,1
15,183,1
217,209,253
224,200,1125
217,209,571
183,15,1
199,25,1
236,69,1
39,35,1
225,52,1
239,75,1
57,21,1
234,186,47
149,3,1
203,28,1
211,215,1003
193,21,1
207,32,1
225,51,1
229,193,122
179,13,1
237,178,1645
181,14,1
216,209,207
43,31,1
165,7,1
78,10,1
236,70,1
36,212,290
63,17,1
211,35,1
245,91,4
100,3,1
243,86,1
246,95,8
19,190,1
244,88,1
191,20,1
6,161,1
167,242,53
242,83,1
222,203,185
237,71,1
102,3,1
159,245,75
4,155,32
216,40,1
141,248,208
14,181,1
65,234,2279
246,96,2108
190,19,1
65,234,3069
38,36,1
232,62,1
164,7,1
194,21,1
98,3,1
25,51,1
51,25,1
238,73,1
17,187,1
93,245,3347
41,33,1
152,4,1
232,62,1
28,202,4
17,187,1
59,20,1
228,56,1
29,46,1
11,75,58
161,6,1
55,22,1
19,190,1
209,34,1
8,168,1
19,61,1
101,3,1
174,11,1
244,90,1
191,20,1
51,25,1
246,97,19
12,177,1
221,46,1
29,204,8
179,13,1
44,31,1
182,14,1
67,235,2444
102,3,1
46,29,1
79,9,1
196,227,540
23,196,1
5,157,4
73,12,1
153,4,1
230,58,1
46,221,4228
205,30,1
72,12,1
173,10,1
221,46,1
213,37,1
235,68,1
226,53,1
198,225,9
21,57,1
24,197,1
22,55,1
230,58,1
234,65,1
108,2,188
8,167,1
30,45,1
108,2,17
23,196,1
67,15,9
54,227,774
178,238,1
165,7,1
215,211,413
31,206,46
62,232,962
17,64,1
189,231,1
33,42,1
186,234,1
92,5,1
98,4,1
26,50,1
173,10,1
32,207,112
105,2,1
223,49,1
39,215,341
56,21,1
241,81,1
161,244,105
175,239,1
206,31,1
20,191,1
181,14,1
222,203,1377
236,181,357
170,9,1
223,49,1
186,17,1
171,10,1
94,5,1
32,42,1
69,14,1
179,13,1
207,218,674
174,239,1
180,13,1
195,22,1
237,71,1
199,225,138
20,192,1
230,59,1
198,25,1
215,211,124
229,193,280
17,187,1
1,111,472
95,4,1
17,64,1
184,235,1
6,161,1
25,199,1
12,177,1
28,203,1
80,9,1
211,215,148
69,14,1
18,61,1
234,185,101
232,62,1
1,115,1758
77,10,1
195,228,5
23,54,1
181,14,1
208,32,1
151,3,1
228,56,1
220,45,1
6,87,559
175,239,1
232,188,32
16,184,1
45,30,1
22,195,1
166,8,1
178,13,1
199,25,1
149,3,1
26,49,1
5,159,1
64,17,1
14,180,1
244,88,1
82,8,1
216,209,101
150,3,1
225,51,1
15,67,1
205,30,1
209,217,97
192,21,1
76,11,1
52,25,1
100,3,1
2,141,436
191,20,1
17,187,1
180,236,1
87,7,1
23,55,1
233,186,115
210,216,36
20,192,1
5,158,1
185,234,1
45,220,513
230,59,1
22,55,1
205,30,1
240,79,1
69,14,1
211,215,787
9,171,1
156,245,166
243,86,1
225,199,790
55,227,1810
173,10,1
35,211,133
191,231,1
243,85,1
242,168,316
176,11,1
5,157,23
221,204,80
238,72,1
211,215,35
149,3,1
76,11,1
110,1,398
48,27,1
207,219,305
195,22,1
204,29,1
203,29,1
34,40,1
10,172,1
5,156,1
72,13,1
15,183,1
218,42,1
191,20,1
186,17,1
229,57,1
214,212,103
179,13,1
10,173,1
225,52,1
22,195,1
60,19,1
30,45,1
157,5,1
248,143,915
26,49,1
165,243,32
174,239,1
28,48,1
161,244,96
150,3,1
167,8,1
243,84,1
3,151,9
61,19,1
37,37,1
174,11,1
165,243,1
234,65,1
159,5,1
211,215,1313
181,236,1
178,13,1
222,203,182
148,3,1
22,195,1
118,1,135
230,191,2
48,27,1
25,51,1
49,27,1
243,85,1
10,172,1
62,18,1
62,232,1298
172,240,1
187,233,1
28,202,1
52,225,2104
47,28,1
207,32,1
237,72,1
13,71,2
